x1,x2,x3,x4,x5,y
3.9763025246435246,2.9713226252710485,1.428610817191963,1.448795811862963,0.09958500954289587,4.9872980286947435
7.091282602773889,0.8189294944368214,-1.5316658867735793,2.5386263995657616,0.12080879528817573,6.388938363852951
7.872586934910134,1.4136567172664547,-1.032252124327226,2.7797152678160546,0.3647679016344984,6.053941800537537
1.130366690393079,4.890288419769819,-2.7226857299325378,1.4155177022424086,0.8188828738097307,13.548611259619884
9.280809798202016,0.7591999882714079,2.5423423838880232,3.1616493486339596,0.6155964863635837,10.800698256348594
0.3057522516173896,2.339692212133351,-2.173279819634931,2.00813759310726,0.13928667241343695,8.796575733002609
5.913638967285804,3.3313298834335683,-1.2549203766615387,5.369902133458976,0.5691629796530955,6.763599868083697
9.826998585536312,1.9707793123191617,-1.2089839593016176,2.66207911622046,0.8442761480655154,6.116885041191117
7.379464673736814,1.9022806329608297,-1.529614033931869,4.189979744707352,0.3294628843152593,7.731894696036099
4.647760711272921,1.2929528451560255,-2.1686420966867224,4.512787817338481,0.7729961592480921,8.825515946174319
0.25265242598622056,3.831110447249033,0.196007182062365,2.9551150762368237,0.5176120022721489,5.260528796024102
5.039409236993102,2.6025909102357576,-0.39041120283500286,2.738969647091404,0.4898544595061958,3.774132430025804
5.0244372601589244,4.349345431472253,1.9439643763968455,2.0979848785644304,0.3108686124859471,7.317317115206713
9.804420077409272,3.714307943427949,-2.2163246088863913,4.336185171136579,0.29742307945632895,9.520844490386347
2.417327761329339,1.3010693369703068,-1.0915259084612035,6.813577347188743,0.019748261559255985,6.3176153384853615
7.56826995110622,3.2270238882376523,0.3060174804546145,1.5512784047277146,0.8053359849745372,5.977557581128343
1.9563712109307476,0.2631588354769561,1.3029796095095758,4.434067905946328,0.12476507300523282,6.096558768914631
2.846658167208933,3.271300966285019,1.5266670316715443,4.848440317102288,0.1919348198701277,7.486816809319963
4.285159558960999,3.353583369206012,0.5068192747220337,4.952141578453061,0.5313735518023055,4.744356074982396
6.003549974222135,0.06211332395139762,-2.66612273305719,5.64638610155777,0.8207430589077578,11.54086602153277
0.957856740892399,0.9577531523599093,-2.4783228457549096,5.247226168672524,0.35317926705318886,11.346110869009891
7.8300003608031865,1.4032170306594707,2.0478386104167416,2.4017008156430095,0.6788209447653947,9.59145767656905
4.226528381569791,2.179855456382627,-1.7897605655701088,1.8809560702984092,0.29951081637347404,6.196483379638072
4.214208109041152,3.0879216624790393,1.6734949615117287,3.7376138054525634,0.6707779966551659,7.219218058589274
9.463929090794515,4.305698098625714,2.267074630337567,5.736141078890134,0.8653889628655237,11.54022189489444
7.541864995336858,3.555733042272526,-1.5990571062354166,6.677576317268668,0.7919779723398935,9.816915491443964
9.31187365415209,4.7720598923614945,1.080898756903201,6.619043885464906,0.07249550120179286,6.681973953093271
9.1514034413265,3.795471156943832,2.7962568994462806,4.906114956287653,0.20127681601441974,13.094645206800552
2.0410175283844385,2.6319222112792757,2.465076490519527,3.0580080830661553,0.4885003636508234,11.636418532215291
5.594991681818941,2.1281686084786884,2.928159141111582,6.611741479275414,0.5204266004935371,13.33349673384096
0.5427819156496595,2.671455420002282,0.4687451723563747,6.648664066217949,0.7443293567890525,6.720359854695785
